week_number,work_location,shift_time,department_group,actual_attendance,greykite_forecast,greykite_forecast_lower_95,greykite_forecast_upper_95,four_week_rolling_avg,six_week_rolling_avg,exponential_smoothing_alpha_2,exponential_smoothing_alpha_4,exponential_smoothing_alpha_6,exponential_smoothing_alpha_8,exponential_smoothing_alpha_1
2024-W44,AZ Phoenix,PM,Production,81.93,79.06550268976115,64.83918170399893,93.29182367552336,80.289855072,80.756895446,80.364832592,80.354348684,80.60200201,80.957092201,81.370826011
2024-W45,AZ Phoenix,PM,Production,78.28,72.1738778935532,58.13781734705494,86.20993844005145,80.470914127,80.619664875,80.842597582,81.305973421,81.86662701,82.358808928,82.720588235
2024-W46,AZ Phoenix,PM,Production,83.82,70.20271759063048,56.43067568792322,83.97475949333776,81.318181818,80.993042378,81.064677709,81.559228824,81.90727012,82.019148028,81.934306569
2024-W47,AZ Phoenix,PM,Production,82.75,75.5377294999156,62.10361467776825,88.97184432206295,81.123388582,80.372093023,80.530545645,80.295424991,79.790166786,79.068754711,78.277886497
2024-W48,AZ Phoenix,PM,Production,86.6,85.2435084373035,71.93267399954182,98.55434287506519,81.673881674,81.204894885,81.131362678,81.615631593,82.113335155,82.806024442,83.823529412
2024-W49,AZ Phoenix,PM,Production,84.45,84.72908900643553,71.688410725038,97.76976728783306,81.584470094,81.748923485,81.37556073,81.986455129,82.449659676,82.763280581,82.749326146
2024-W50,AZ Phoenix,PM,Production,86.21,85.56021389121351,72.52348373222566,98.59694405020136,82.588774341,82.487667371,82.236166474,83.660940592,84.856886578,85.822027101,86.597938144
2024-W51,AZ Phoenix,PM,Production,86.01,87.27431012045275,73.01588261457967,101.53273762632584,84.388995521,82.684973303,82.564680494,83.928410408,84.633427347,84.764794561,84.451219512
2024-W52,AZ Phoenix,PM,Production,85.46,81.4831244532831,66.73750979645217,96.22873911011402,85.085413929,83.459545636,83.283450956,84.903487914,85.650182311,85.971036229,86.206896552
2025-W01,AZ Phoenix,PM,Production,69.92,76.78156693952718,62.537961981281406,91.02517189777296,85.880829016,84.985361773,83.779460944,85.335171871,85.860788153,85.997962699,86.005089059
2025-W02,AZ Phoenix,PM,Production,78.78,80.2806284882056,67.29735105768754,93.26390591872365,85.605006954,85.298133819,84.015714396,85.375321576,85.65464362,85.600939687,85.460992908
2025-W03,AZ Phoenix,PM,Production,82.72,84.27032219214533,71.39102592268196,97.1496184616087,81.787858572,83.0248307,81.267383265,78.836213314,75.585502961,72.493220537,69.922879177
2025-W04,AZ Phoenix,PM,Production,91.87,85.4576163584739,72.66695393736835,98.24827877957945,79.666897988,81.66969147,80.792008072,78.813325395,77.527536313,77.535290839,78.779840849
2025-W05,AZ Phoenix,PM,Production,83.11,84.55012865273615,71.74528995250263,97.35496735296967,78.658101356,81.426648721,81.144336652,80.328386327,80.576872605,81.629242533,82.719546742
2025-W06,AZ Phoenix,PM,Production,82.58,82.81768478653875,70.03937543922807,95.59599413384943,80.918032787,82.409090909,83.376764814,85.250973946,87.671040423,90.023486978,91.871921182
2025-W07,AZ Phoenix,PM,Production,83.18,82.51123640733456,69.68974468660228,95.33272812806685,84.233668342,81.926646045,83.317360707,84.302374707,84.762992373,84.347354682,83.114035088
2025-W08,AZ Phoenix,PM,Production,84.55,81.78241211669595,68.95174807048696,94.61307616290495,85.033192517,81.634337598,83.158622662,83.582715194,83.436793937,82.934139436,82.57918552
2025-W09,AZ Phoenix,PM,Production,78.38,82.458331312506,69.69015375899905,95.22650886601296,85.471296953,83.839327417,83.159780278,83.524291959,83.36712598,83.053839322,83.177570093
2025-W10,AZ Phoenix,PM,Production,79.63,82.97013522422293,70.20413407152328,95.73613637692257,83.333333333,84.857008908,83.450187625,83.990435342,84.195386523,84.394701407,84.552845528
2025-W11,AZ Phoenix,PM,Production,80.92,83.05613942961908,70.29381476676956,95.8184640924686,81.75872093,83.869526363,82.212131342,81.277749641,80.218868647,79.301727833,78.384279476
2025-W12,AZ Phoenix,PM,Production,84.68,83.6785493634664,70.91422747115126,96.44287125578154,80.819912152,81.625441696,81.634451565,80.565700414,79.855078669,79.5640003,79.62962963
2025-W13,AZ Phoenix,PM,Production,85.52,85.22678186647863,72.4612090980838,97.99235463487346,80.690072639,81.190368015,81.48876522,80.704357926,80.474727099,80.624532229,80.916030534
2025-W14,AZ Phoenix,PM,Production,86.85,86.34463870679546,73.58079660865815,99.10848080493278,80.694275274,81.49197356,82.08871049,82.199102262,82.877911586,83.794785156,84.679665738
2025-W15,AZ Phoenix,PM,Production,91.45,86.07461504220097,73.312688680636,98.83654140376595,82.530507386,82.046979866,82.762690757,83.509796284,84.458239742,85.181378432,85.522788204
2025-W16,AZ Phoenix,PM,Production,84.83,85.84376184975665,73.07680412231095,98.61071957720235,84.366391185,82.322801025,83.486188784,84.73089865,85.814489158,86.480737057,86.850152905
2025-W17,AZ Phoenix,PM,Production,84.77,87.11720538220301,74.34897822725993,99.88543253714609,87.092198582,84.563758389,85.015140872,87.388809811,89.216888616,90.492890715,91.452991453
2025-W18,AZ Phoenix,PM,Production,86.97,88.21750832509451,75.45737453445133,100.9776421157377,87.135749822,85.595182955,84.979195326,86.364288547,86.564800029,85.943286,84.831460674
2025-W19,AZ Phoenix,PM,Production,89.26,86.90523719406856,74.12678073623874,99.68369365189838,87.050898204,86.363636364,84.942937194,85.787146301,85.555310183,85.034753989,84.768211921
2025-W20,AZ Phoenix,PM,Production,83.84,85.13257615119134,72.34809069981569,97.917061602567,87.079910381,86.758214811,85.328241059,86.256691716,86.411747287,86.599321428,86.96969697
2025-W21,AZ Phoenix,PM,Production,90.61,86.94861323171135,74.09538818506498,99.80183827835772,86.453576865,87.399598394,86.076480872,87.445441822,88.120899551,88.730258851,89.263803681
2025-W22,AZ Phoenix,PM,Production,89.21,88.53272227067414,75.70150690728734,101.36393763406095,86.236391913,86.904164576,85.645189453,86.008752613,85.548208681,84.814684236,83.841463415
2025-W23,AZ Phoenix,PM,Production,88.85,88.26094229941326,75.4634827188109,101.05840188001562,87.549563838,86.607608129,86.486028546,87.66388519,88.381478279,89.290332799,90.613718412
2025-W24,AZ Phoenix,PM,Production,86.13,86.12717795070019,72.10140613398207,100.1529497674183,88.121990369,87.380191693,87.013534927,88.288880854,88.887883518,89.221935354,89.206349206
2025-W25,AZ Phoenix,PM,Production,90.61,90.35032658233558,76.38471429402709,104.31593887064408,88.0,88.038277512,87.363085842,88.511698402,88.86670817,88.927209432,88.852459016
2025-W26,AZ Phoenix,PM,Production,86.58,81.92763792698506,67.08457225259414,96.77070360137597,88.649544325,87.909725954,87.123033728,87.556001141,87.215886781,86.682708846,86.129032258
2025-W27,AZ Phoenix,PM,Production,85.81,77.63019573803352,62.5587399326108,92.70165154345624,88.700564972,88.123644252,87.804247501,88.779207072,89.256720789,89.828090826,90.614886731
2025-W28,AZ Phoenix,PM,Production,88.36,86.9209117218812,74.03486919821408,99.80695424554831,88.035569927,88.627665391,87.562033512,87.893469901,87.642872596,87.224197462,86.581469649
2025-W29,AZ Phoenix,PM,Production,88.03,88.4585155816471,75.69171360808676,101.22531755520745,87.296416938,87.878787879,87.229772294,87.084435875,86.565921357,86.105736109,85.810810811
2025-W30,AZ Phoenix,PM,Production,84.37,89.66963013362616,76.89757690487735,102.44168336237496,87.845766974,87.721238938,87.434496951,87.564886754,87.603608494,87.880762385,88.363636364
2025-W31,AZ Phoenix,PM,Production,79.63,88.35975135729105,75.59241975996727,101.12708295461482,87.1751886,87.582781457,87.554133268,87.75524839,87.864804779,87.999097244,88.025889968
2025-W32,AZ Phoenix,PM,Production,77.48,87.08905358782833,74.32709466918175,99.85101250647492,86.546349467,87.235198262,86.861711842,86.297066379,85.663412694,85.029674652,84.365781711
2025-W33,AZ Phoenix,PM,Production,78.43,87.33849842553403,74.5666763385872,100.11032051248085,84.518518519,85.043389484,85.017821923,83.130950486,81.650721457,80.504461024,79.62529274
2025-W34,AZ Phoenix,PM,Production,74.35,87.514934381643,74.73731487660945,100.29255388667656,81.740837696,83.182467842,83.114928274,80.554272377,78.991926818,78.03862081,77.483443709
2025-W35,AZ Phoenix,PM,Production,79.3,88.0694273457319,75.1949963246153,100.94385836684849,79.678188319,81.874447392,81.979834486,79.630419484,78.645637841,78.354890237,78.431372549
2025-W36,AZ Phoenix,PM,Production,72.06,87.302671444921,74.44685803771199,100.15848485213002,77.244258873,79.485179407,79.875573003,77.112099558,75.810442843,75.010790704,74.350086655
2025-W37,AZ Phoenix,PM,Production,80.36,86.26328850770176,73.4904397846292,99.03613723077432,77.268195414,78.499278499,79.740606126,78.023712333,77.894256261,78.39818605,79.303675048
2025-W38,AZ Phoenix,PM,Production,78.03,84.82589276362758,72.04326617293275,97.60851935432241,75.839243499,76.627712855,77.876654304,75.462557495,74.288366693,73.261713944,72.06405694
2025-W39,AZ Phoenix,PM,Production,84.55,84.92989444721775,72.15644125869616,97.70334763573933,76.226774655,76.751909665,78.356311195,77.230241224,77.624209488,78.669240555,80.361173815
2025-W40,AZ Phoenix,PM,Production,86.35,84.66300174594248,71.76747580974923,97.55852768213573,77.182235835,76.828046745,78.293959362,77.528799996,77.858837411,78.165992312,78.032036613
2024-W32,NJ Swedesboro Commerce Blvd,AM,Quality,83.08,89.40324654588565,74.1958336975332,104.6106593942381,85.507246377,84.601449275,86.516244962,87.528975102,89.918064613,93.027109171,96.610169492
2024-W33,NJ Swedesboro Commerce Blvd,AM,Quality,95.24,85.24816916318044,70.06756069807838,100.42877762828249,88.888888889,87.427466151,88.422956301,91.482758297,94.955061978,97.466225863,98.529411765
2024-W34,NJ Swedesboro Commerce Blvd,AM,Quality,80.6,84.93659093177165,69.43863122455416,100.43455063898914,89.964157706,87.029288703,87.570727732,88.422084949,88.030688287,86.040180627,83.076923077
2024-W35,NJ Swedesboro Commerce Blvd,AM,Quality,92.54,88.60372050134566,73.05450701765217,104.15293398503916,93.333333333,88.939051919,88.811860463,90.946390373,92.250612712,93.340899153,95.238095238
2024-W36,NJ Swedesboro Commerce Blvd,AM,Quality,86.89,90.70189274417716,75.44099794019905,105.96278754815526,89.353612167,89.24205379,87.35716371,86.844979808,85.15510936,83.038062871,80.597014925
2024-W37,NJ Swedesboro Commerce Blvd,AM,Quality,87.67,91.02000436971298,75.85205286387128,106.18795587555468,87.786259542,91.002570694,88.295988637,89.109213746,89.610387924,90.653388851,92.537313433
2024-W38,NJ Swedesboro Commerce Blvd,AM,Quality,85.29,87.21589486239696,72.00658526817155,102.42520445662238,88.759689922,89.514066496,88.054767393,88.272122799,88.033314832,87.695699809,86.885245902
2024-W39,NJ Swedesboro Commerce Blvd,AM,Quality,79.69,84.4211028947884,69.17345479144461,99.6687509981322,86.940298507,87.626262626,87.97664765,88.014454647,87.803795977,87.675527845,87.671232877
2024-W40,NJ Swedesboro Commerce Blvd,AM,Quality,83.61,82.79830277501848,67.21349739237931,98.38310815765766,88.104089219,87.969924812,87.462403887,86.927233908,86.307648338,85.786150401,85.294117647
2024-W41,NJ Swedesboro Commerce Blvd,AM,Quality,80.0,82.35380809795531,65.54272878318281,99.16488741272781,84.962406015,85.5,86.031612292,84.137452382,82.442785567,80.975879843,79.6875
2024-W42,NJ Swedesboro Commerce Blvd,AM,Quality,85.71,83.85985444029745,66.84005815610763,100.87965072448728,84.210526316,86.040609137,85.595528699,83.935869422,83.119846189,83.053761115,83.606557377
2024-W43,NJ Swedesboro Commerce Blvd,AM,Quality,94.03,93.07082882474614,76.05621445686577,110.08544319262651,82.258064516,84.031413613,84.65258574,82.505975956,81.349769299,80.669556888,80.0
2024-W44,NJ Swedesboro Commerce Blvd,AM,Quality,83.33,87.59848363171385,70.57875673121161,104.61821053221608,82.203389831,83.819628647,84.840081887,83.729566586,83.92861576,84.700207563,85.714285714
2024-W45,NJ Swedesboro Commerce Blvd,AM,Quality,91.78,87.64164241152525,70.577255663908,104.7060291591425,86.192468619,84.905660377,86.760105334,88.179056352,90.37966901,92.415621791,94.029850746
2024-W46,NJ Swedesboro Commerce Blvd,AM,Quality,90.41,90.00865243323008,73.07344664831987,106.94385821814029,86.0,84.533333333,86.009133934,86.065333148,85.927952588,85.001808456,83.333333333
2024-W47,NJ Swedesboro Commerce Blvd,AM,Quality,92.75,97.86433146845232,80.89525671517515,114.83340622172949,88.805970149,86.71875,87.263715466,88.490581683,89.530912944,90.461474052,91.780821918
2024-W48,NJ Swedesboro Commerce Blvd,AM,Quality,92.96,88.10884398262405,71.02206896890775,105.19561899634036,89.824561404,87.878787879,87.936147222,89.286099454,90.064343807,90.421007894,90.410958904
2024-W49,NJ Swedesboro Commerce Blvd,AM,Quality,84.93,84.48907285118946,67.45197202465029,101.52617367772864,89.547038328,89.756097561,88.907143501,90.655383252,91.647977902,92.266227677,92.753623188
2024-W50,NJ Swedesboro Commerce Blvd,AM,Quality,76.0,81.5610164603249,64.34310434078354,98.77892857986625,91.958041958,90.823529412,89.741065256,91.585023526,92.43693164,92.821349675,92.957746479
2024-W51,NJ Swedesboro Commerce Blvd,AM,Quality,86.3,80.03939342678626,62.79677314439667,97.28201370917586,90.20979021,89.327146172,88.73474966,88.864036923,87.876747923,86.470432071,84.931506849
2024-W52,NJ Swedesboro Commerce Blvd,AM,Quality,64.86,68.99411412050017,52.068577881147306,85.91965035985304,86.458333333,88.01843318,86.037588955,83.565901969,80.638307455,78.039028678,76.0
2025-W01,NJ Swedesboro Commerce Blvd,AM,Quality,67.05,63.14858687388996,46.20825300899993,80.08892073877999,84.931506849,87.096774194,86.091634479,84.661521515,84.020660758,84.621664949,86.301369863
2025-W02,NJ Swedesboro Commerce Blvd,AM,Quality,67.86,74.35703824951861,57.248672144303356,91.46540435473386,77.966101695,82.75862069,81.716612905,76.671895522,72.485668982,68.78635387,64.864864865
2025-W03,NJ Swedesboro Commerce Blvd,AM,Quality,86.84,79.80532374575274,62.74604781772726,96.86459967377823,73.225806452,78.193832599,78.275864799,72.393782078,68.995193712,67.347392773,67.045454545
2025-W04,NJ Swedesboro Commerce Blvd,AM,Quality,80.52,81.35452247476744,64.4257988495967,98.28324609993817,71.159874608,74.08993576,75.997847163,70.514779158,68.30676883,67.754057971,67.857142857
2025-W05,NJ Swedesboro Commerce Blvd,AM,Quality,85.71,95.33077940980944,78.5277089856644,112.13384983395447,71.428571429,74.468085106,78.14777184,76.79181735,79.015548093,82.700611218,86.842105263
2025-W06,NJ Swedesboro Commerce Blvd,AM,Quality,116.95,101.1622636843835,84.4398983809003,117.8846289878667,75.076923077,75.211864407,78.623750106,78.259168345,79.908964312,80.958633558,80.519480519
2025-W07,NJ Swedesboro Commerce Blvd,AM,Quality,77.78,89.61162200379734,72.83914610735474,106.38409790023994,79.936305732,75.210084034,80.045768627,81.212576773,83.378265852,84.761877229,85.714285714
2025-W08,NJ Swedesboro Commerce Blvd,AM,Quality,80.82,79.52748719713901,62.70950423247625,96.34547016180177,91.003460208,82.212581345,85.992191962,93.218374795,101.296688767,109.028871023,116.949152542
2025-W09,NJ Swedesboro Commerce Blvd,AM,Quality,91.89,86.00431771097246,69.43981138248118,102.56882403946373,90.361445783,85.085574572,85.09313783,89.286467859,90.741618152,87.247434881,77.777777778
2025-W10,NJ Swedesboro Commerce Blvd,AM,Quality,92.86,89.40888220218565,73.85572380480451,104.96204059956679,90.612244898,87.939698492,84.165544863,85.371250158,83.850722991,81.618474245,80.821917808
2025-W11,NJ Swedesboro Commerce Blvd,AM,Quality,86.76,85.22373041403863,69.978579089031,100.46888173904625,92.561983471,88.888888889,85.832889871,88.231622972,88.978909523,90.003452869,91.891891892
2025-W12,NJ Swedesboro Commerce Blvd,AM,Quality,89.86,86.09203236281948,70.85270265218128,101.33136207345768,86.956521739,91.259640103,87.2608813,90.122718033,91.310904051,92.270002543,92.857142857
2025-W13,NJ Swedesboro Commerce Blvd,AM,Quality,87.88,89.51456453251646,74.31930827822455,104.70982078680836,88.070175439,91.578947368,87.162646637,88.785254897,88.612522543,87.897996776,86.764705882
2025-W14,NJ Swedesboro Commerce Blvd,AM,Quality,81.97,87.647722312362,72.45258147418457,102.84286315053944,90.391459075,87.435897436,87.703058419,89.215833073,89.359180876,89.465923714,89.855072464
2025-W15,NJ Swedesboro Commerce Blvd,AM,Quality,89.83,87.10637837388951,71.90976378986637,102.30299295791265,89.377289377,88.333333333,87.737068973,88.693248948,88.486264622,88.207276884,87.878787879
2025-W16,NJ Swedesboro Commerce Blvd,AM,Quality,90.0,90.54913509418455,75.34464399063823,105.75362619773087,86.742424242,88.725490196,86.682702041,86.165561946,84.726655125,83.304915811,81.967213115
2025-W17,NJ Swedesboro Commerce Blvd,AM,Quality,85.45,90.27021306971422,75.07340576290983,105.4670203765186,87.450980392,88.295165394,87.252309249,87.548201748,87.699023942,88.470823761,89.830508475
2025-W18,NJ Swedesboro Commerce Blvd,AM,Quality,92.86,88.24684177089713,73.06808626773557,103.4255972740587,87.398373984,87.72845953,87.76615209,88.504476437,89.072419154,89.695703192,90.0
2025-W19,NJ Swedesboro Commerce Blvd,AM,Quality,82.76,89.7602003153163,74.48560239436932,105.03479823626327,86.808510638,87.567567568,87.358228708,87.365674608,86.982467837,86.362467858,85.454545455
2025-W20,NJ Swedesboro Commerce Blvd,AM,Quality,91.67,88.8135778005316,73.5019791038885,104.1251764971747,89.565217391,87.955182073,88.366748644,89.495619492,90.479158155,91.55848755,92.857142857
2025-W21,NJ Swedesboro Commerce Blvd,AM,Quality,75.0,86.62415979418407,71.22821125058672,102.02010833778141,87.772925764,87.106017192,87.290653697,86.793892736,85.796791212,84.469631716,82.75862069
2025-W22,NJ Swedesboro Commerce Blvd,AM,Quality,90.48,88.00612308719165,72.49124807879306,103.52099809559024,88.209606987,88.793103448,88.160589842,88.785802721,89.381323828,90.273703918,91.666666667
2025-W23,NJ Swedesboro Commerce Blvd,AM,Quality,88.71,91.58376839759,76.0618200180091,107.10571677717091,85.652173913,86.376811594,85.682910245,83.4271192,80.930719088,78.206438354,75.0
2025-W24,NJ Swedesboro Commerce Blvd,AM,Quality,92.19,87.35271793875953,69.79478037428638,104.91065550323268,85.232067511,86.494252874,86.686280496,86.398829555,86.877727192,88.222433535,90.476190476
2025-W25,NJ Swedesboro Commerce Blvd,AM,Quality,76.56,75.66757160469143,58.18632256293205,93.14882064645082,86.721991701,87.042253521,87.100623606,87.343501595,87.986393761,88.61255484,88.709677419
2025-W26,NJ Swedesboro Commerce Blvd,AM,Quality,86.36,86.35999999999991,67.68124748174324,105.03875251825659,86.93877551,87.052341598,88.163795357,89.343626223,90.547573273,91.490967358,92.1875
2025-W27,NJ Swedesboro Commerce Blvd,AM,Quality,96.92,96.91999999999983,78.24124748174516,115.5987525182545,86.956521739,85.907859079,85.760725881,84.133451556,82.103095412,79.532858385,76.5625
2025-W28,NJ Swedesboro Commerce Blvd,AM,Quality,87.69,84.91219015059303,69.07197903738299,100.75240126380308,85.9375,85.066666667,85.887784837,85.052257816,84.69723102,85.032177701,86.363636364
2025-W29,NJ Swedesboro Commerce Blvd,AM,Quality,80.33,83.61089661376086,68.41811213301997,98.80368109450174,88.030888031,88.541666667,88.160993355,89.841266073,92.031023061,94.52784621,96.923076923
2025-W30,NJ Swedesboro Commerce Blvd,AM,Quality,91.23,92.29784363387108,77.10996606748739,107.48572120025477,86.923076923,88.082901554,88.065022019,88.977279197,89.428037393,89.061378565,87.692307692
2025-W31,NJ Swedesboro Commerce Blvd,AM,Quality,91.38,97.06434650096898,81.84063001884292,112.28806298309505,87.937743191,86.753246753,86.566465097,85.638014708,84.107698326,82.165535855,80.327868852
2025-W32,NJ Swedesboro Commerce Blvd,AM,Quality,95.0,92.41223408618308,77.25509241838499,107.56937575398116,89.112903226,86.507936508,87.42649034,87.737021948,88.218311379,89.295365179,91.228070175
